"WeekInDayFmt","Sku","Store","Sales"
20060923,49055486,29,3
20061007,49055486,29,9
20061014,49055486,29,1
20061021,49055486,29,10
20061028,49055486,29,8
20061104,49055486,29,4
20061111,49055486,29,5
20061118,49055486,29,2
20061202,49055486,29,1
20061209,49055486,29,7
20061216,49055486,29,2
20061223,49055486,29,1
20061230,49055486,29,8
20070106,49055486,29,3
20070113,49055486,29,4
20070120,49055486,29,13
20070127,49055486,29,2
20070203,49055486,29,1
20070210,49055486,29,10
20070217,49055486,29,2
20070224,49055486,29,11
20070303,49055486,29,1
20070310,49055486,29,3
20070317,49055486,29,10
20070324,49055486,29,2
20070331,49055486,29,7
20070407,49055486,29,2
20070414,49055486,29,13
20070421,49055486,29,18
20070428,49055486,29,1
20070505,49055486,29,1
20070512,49055486,29,7
20070519,49055486,29,3
20070602,49055486,29,1
20070609,49055486,29,5
20070616,49055486,29,13
20070623,49055486,29,3
20070630,49055486,29,3
20070707,49055486,29,15
20070714,49055486,29,2
20070721,49055486,29,1
20070728,49055486,29,10
20070804,49055486,29,13
20070818,49055486,29,1
20070825,49055486,29,11
20070908,49055486,29,21
20070922,49055486,29,1
20071006,49055486,29,5
20071013,49055486,29,12
20071020,49055486,29,8
20051112,49055486,30,1
20051119,49055486,30,1
20051203,49055486,30,1
20051210,49055486,30,12
20051217,49055486,30,1
20051224,49055486,30,1
20051231,49055486,30,3
20060121,49055486,30,5
20060128,49055486,30,2
20060211,49055486,30,1
20060218,49055486,30,1
20060225,49055486,30,3
20060304,49055486,30,1
20060311,49055486,30,2
20060318,49055486,30,11
20060401,49055486,30,13
20060513,49055486,30,7
20060520,49055486,30,1
20060603,49055486,30,1
20060610,49055486,30,3
20060617,49055486,30,4
20060624,49055486,30,3
20060701,49055486,30,4
20060729,49055486,30,4
20060805,49055486,30,2
20060819,49055486,30,1
20060826,49055486,30,14
20060916,49055486,30,4
20060923,49055486,30,2
20061021,49055486,30,5
20061028,49055486,30,3
20061111,49055486,30,3
20061118,49055486,30,11
20061209,49055486,30,4
20061216,49055486,30,1
20061230,49055486,30,2
20070106,49055486,30,2
20070113,49055486,30,1
20070120,49055486,30,2
20070127,49055486,30,1
20070203,49055486,30,3
20070210,49055486,30,5
20070217,49055486,30,2
20070224,49055486,30,6
20070310,49055486,30,1
20070317,49055486,30,8
20070331,49055486,30,5
20070407,49055486,30,1
20070414,49055486,30,15
20070421,49055486,30,3
20070505,49055486,30,2
20070512,49055486,30,3
20070519,49055486,30,3
20070602,49055486,30,2
20070609,49055486,30,3
20070616,49055486,30,17
20070630,49055486,30,1
20070707,49055486,30,3
20070714,49055486,30,1
20070721,49055486,30,6
20070728,49055486,30,5
20070804,49055486,30,13
20070818,49055486,30,2
20070825,49055486,30,12
20070901,49055486,30,2
20070908,49055486,30,3
20070915,49055486,30,1
20070922,49055486,30,3
20070929,49055486,30,1
20071006,49055486,30,10
20071013,49055486,30,3
20071020,49055486,30,10
20051112,49055486,31,3
20051119,49055486,31,1
20051126,49055486,31,2
20051203,49055486,31,4
20051210,49055486,31,9
20051224,49055486,31,1
20051231,49055486,31,1
20060107,49055486,31,1
20060121,49055486,31,1
20060204,49055486,31,1
20060225,49055486,31,2
20060304,49055486,31,1
20060311,49055486,31,1
20060318,49055486,31,6
20060401,49055486,31,11
20060415,49055486,31,1
20060429,49055486,31,1
20060513,49055486,31,2
20060520,49055486,31,1
20060527,49055486,31,4
20060603,49055486,31,2
20060610,49055486,31,7
20060617,49055486,31,6
20060701,49055486,31,1
20060722,49055486,31,1
20060729,49055486,31,3
20060805,49055486,31,2
20060819,49055486,31,1
20060826,49055486,31,13
20060916,49055486,31,7
20060923,49055486,31,1
20060930,49055486,31,3
20061007,49055486,31,3
20061014,49055486,31,1
20061021,49055486,31,3
20061028,49055486,31,5
20061111,49055486,31,2
20061118,49055486,31,2
20061209,49055486,31,2
20061216,49055486,31,1
20061223,49055486,31,1
20061230,49055486,31,3
20070120,49055486,31,2
20070210,49055486,31,3
20070217,49055486,31,1
20070224,49055486,31,5
20070310,49055486,31,1
20070317,49055486,31,9
20070331,49055486,31,9
20070414,49055486,31,12
20070421,49055486,31,7
20070512,49055486,31,2
20070519,49055486,31,4
20070526,49055486,31,1
20070616,49055486,31,11
20070623,49055486,31,1
20070630,49055486,31,2
20070707,49055486,31,5
20070714,49055486,31,1
20070721,49055486,31,2
20070728,49055486,31,7
20070804,49055486,31,10
20070825,49055486,31,10
20070901,49055486,31,1
20070908,49055486,31,9
20070915,49055486,31,1
20070929,49055486,31,1
20071006,49055486,31,7
20071013,49055486,31,7
20071020,49055486,31,1
20051029,49055486,32,1
20051105,49055486,32,2
20051112,49055486,32,1
20051119,49055486,32,2
20051203,49055486,32,2
20051210,49055486,32,10
20051217,49055486,32,4
20051231,49055486,32,2
20060121,49055486,32,2
20060128,49055486,32,2
20060204,49055486,32,1
20060211,49055486,32,1
20060218,49055486,32,3
20060225,49055486,32,3
20060304,49055486,32,2
20060318,49055486,32,3
20060325,49055486,32,1
20060401,49055486,32,14
20060408,49055486,32,1
20060415,49055486,32,1
20060422,49055486,32,2
20060429,49055486,32,2
20060506,49055486,32,2
20060513,49055486,32,5
20060520,49055486,32,2
20060527,49055486,32,2
20060610,49055486,32,1
20060617,49055486,32,4
20060624,49055486,32,4
20060701,49055486,32,5
20060708,49055486,32,2
20060715,49055486,32,2
20060722,49055486,32,3
20060729,49055486,32,4
20060805,49055486,32,3
20060812,49055486,32,2
20060819,49055486,32,1
20060826,49055486,32,9
20060902,49055486,32,2
20060909,49055486,32,3
20060916,49055486,32,11
20060923,49055486,32,1
20060930,49055486,32,2
20061007,49055486,32,12
20061014,49055486,32,3
20061021,49055486,32,6
20061028,49055486,32,3
20061104,49055486,32,1
20061111,49055486,32,4
20061118,49055486,32,4
20061125,49055486,32,6
20061209,49055486,32,4
20061216,49055486,32,3
20061223,49055486,32,5
20070106,49055486,32,1
20070113,49055486,32,2
20070203,49055486,32,3
20070210,49055486,32,6
20070217,49055486,32,6
20070224,49055486,32,3
20070303,49055486,32,1
20070310,49055486,32,1
20070317,49055486,32,7
20070324,49055486,32,2
20070331,49055486,32,12
20070407,49055486,32,3
20070414,49055486,32,13
20070421,49055486,32,11
20070428,49055486,32,1
20070505,49055486,32,2
20070512,49055486,32,5
20070519,49055486,32,5
20070526,49055486,32,3
20070609,49055486,32,1
20070616,49055486,32,9
20070630,49055486,32,6
20070707,49055486,32,2
20070714,49055486,32,1
20070721,49055486,32,5
20070728,49055486,32,2
20070804,49055486,32,7
20070825,49055486,32,5
20070908,49055486,32,9
20070922,49055486,32,1
20070929,49055486,32,1
20071006,49055486,32,9
20071013,49055486,32,7
20071020,49055486,32,1
20051029,49055486,33,1
20051105,49055486,33,1
20051119,49055486,33,2
20051126,49055486,33,2
20051203,49055486,33,1
20051210,49055486,33,13
20051217,49055486,33,2
20051231,49055486,33,6
20060107,49055486,33,4
20060114,49055486,33,1
20060121,49055486,33,2
20060128,49055486,33,1
20060211,49055486,33,1
20060218,49055486,33,1
20060225,49055486,33,2
20060304,49055486,33,5
20060318,49055486,33,9
20060401,49055486,33,12
20060429,49055486,33,2
20060506,49055486,33,1
20060513,49055486,33,3
20060520,49055486,33,1
20060527,49055486,33,1
20060603,49055486,33,1
20060610,49055486,33,3
20060617,49055486,33,7
20060624,49055486,33,1
20060708,49055486,33,1
20060722,49055486,33,3
20060729,49055486,33,1
20060805,49055486,33,3
20060819,49055486,33,1
20060826,49055486,33,18
20060916,49055486,33,5
20060923,49055486,33,1
20060930,49055486,33,3
20061007,49055486,33,7
20061014,49055486,33,2
20061021,49055486,33,6
20061028,49055486,33,1
20061104,49055486,33,1
20061111,49055486,33,5
20061118,49055486,33,3
20061125,49055486,33,2
20061202,49055486,33,2
20061209,49055486,33,3
20061216,49055486,33,2
20061223,49055486,33,1
20061230,49055486,33,1
20070106,49055486,33,5
20070113,49055486,33,3
20070120,49055486,33,2
20070127,49055486,33,1
20070203,49055486,33,2
20070210,49055486,33,3
20070217,49055486,33,2
20070224,49055486,33,3
20070303,49055486,33,3
20070317,49055486,33,4
20070324,49055486,33,1
20070331,49055486,33,11
20070414,49055486,33,10
20070421,49055486,33,6
20070512,49055486,33,4
20070519,49055486,33,1
20070609,49055486,33,4
20070616,49055486,33,9
20070623,49055486,33,3
20070707,49055486,33,15
20070721,49055486,33,1
20070728,49055486,33,6
20070804,49055486,33,13
20070825,49055486,33,10
20070901,49055486,33,1
20070908,49055486,33,7
20070915,49055486,33,1
20070922,49055486,33,1
20070929,49055486,33,1
20071006,49055486,33,10
20071013,49055486,33,5
20071020,49055486,33,1
20051112,49055486,34,4
20051203,49055486,34,1
20051210,49055486,34,8
20051217,49055486,34,6
20051231,49055486,34,7
20060121,49055486,34,1
20060204,49055486,34,1
20060225,49055486,34,3
20060304,49055486,34,1
20060318,49055486,34,9
20060401,49055486,34,12
20060506,49055486,34,1
20060513,49055486,34,2
20060520,49055486,34,2
20060610,49055486,34,11
20060617,49055486,34,2
20060701,49055486,34,3
20060729,49055486,34,6
20060805,49055486,34,2
20060819,49055486,34,1
20060826,49055486,34,4
20060916,49055486,34,6
20060923,49055486,34,1
20061007,49055486,34,4
20061021,49055486,34,3
20061125,49055486,34,2
20061202,49055486,34,1
20061209,49055486,34,3
20061216,49055486,34,1
20061223,49055486,34,2
20061230,49055486,34,2
20070113,49055486,34,2
20070120,49055486,34,1
20070210,49055486,34,5
20070224,49055486,34,4
20070310,49055486,34,1
20070317,49055486,34,6
20070331,49055486,34,5
20070414,49055486,34,2
20070421,49055486,34,22
20070512,49055486,34,1
20070519,49055486,34,1
20070526,49055486,34,1
20070602,49055486,34,1
20070609,49055486,34,1
20070616,49055486,34,22
20070707,49055486,34,1
20070721,49055486,34,4
20070804,49055486,34,16
20070811,49055486,34,1
20070825,49055486,34,3
20070901,49055486,34,1
20070908,49055486,34,6
20070915,49055486,34,4
20070929,49055486,34,1
20071006,49055486,34,11
20071013,49055486,34,5
20071020,49055486,34,8
20051105,49055486,35,1
20051112,49055486,35,1
20051203,49055486,35,1
20051210,49055486,35,8
20051217,49055486,35,3
20051224,49055486,35,2
20051231,49055486,35,6
20060107,49055486,35,1
20060114,49055486,35,1
20060121,49055486,35,6
20060218,49055486,35,1
20060225,49055486,35,6
20060304,49055486,35,1
20060311,49055486,35,1
20060318,49055486,35,11
20060401,49055486,35,12
20060415,49055486,35,4
20060422,49055486,35,1
20060429,49055486,35,1
20060513,49055486,35,4
20060520,49055486,35,1
20060527,49055486,35,3
20060610,49055486,35,5
20060617,49055486,35,11
20060701,49055486,35,3
20060729,49055486,35,6
20060805,49055486,35,1
20060812,49055486,35,3
20060826,49055486,35,9
20060909,49055486,35,2
20060916,49055486,35,4
20061007,49055486,35,6
20061014,49055486,35,2
20061021,49055486,35,2
20061028,49055486,35,3
20061104,49055486,35,2
20061111,49055486,35,3
20061118,49055486,35,7
20061125,49055486,35,1
20061202,49055486,35,2
20061209,49055486,35,1
20061216,49055486,35,9
20061223,49055486,35,4
20061230,49055486,35,2
20070106,49055486,35,2
20070120,49055486,35,6
20070203,49055486,35,1
20070210,49055486,35,2
20070217,49055486,35,2
20070224,49055486,35,6
20070303,49055486,35,1
20070310,49055486,35,1
20070317,49055486,35,11
20070324,49055486,35,2
20070331,49055486,35,4
20070407,49055486,35,1
20070414,49055486,35,15
20070421,49055486,35,8
20070512,49055486,35,3
20070519,49055486,35,3
20070526,49055486,35,5
20070602,49055486,35,2
20070609,49055486,35,3
20070616,49055486,35,5
20070623,49055486,35,3
20070630,49055486,35,2
20070707,49055486,35,7
20070714,49055486,35,2
20070721,49055486,35,4
20070728,49055486,35,4
20070804,49055486,35,10
20070811,49055486,35,4
20070818,49055486,35,1
20070825,49055486,35,5
20070901,49055486,35,2
20070908,49055486,35,12
20070922,49055486,35,1
20070929,49055486,35,2
20071006,49055486,35,12
20071013,49055486,35,6
20071020,49055486,35,8
20051029,49055486,36,2
20051112,49055486,36,4
20051119,49055486,36,2
20051126,49055486,36,1
20051210,49055486,36,10
20051217,49055486,36,1
20051231,49055486,36,13
20060107,49055486,36,5
20060121,49055486,36,5
20060204,49055486,36,1
20060218,49055486,36,1
20060225,49055486,36,4
20060304,49055486,36,4
20060311,49055486,36,1
20060318,49055486,36,11
20060325,49055486,36,1
20060401,49055486,36,15
20060408,49055486,36,2
20060415,49055486,36,3
20060422,49055486,36,1
20060429,49055486,36,1
20060513,49055486,36,2
20060520,49055486,36,1
20060527,49055486,36,3
20060603,49055486,36,3
20060610,49055486,36,6
20060617,49055486,36,3
20060624,49055486,36,2
20060722,49055486,36,1
20060729,49055486,36,9
20060805,49055486,36,2
20060826,49055486,36,8
20060902,49055486,36,1
20060909,49055486,36,2
20060916,49055486,36,4
20060923,49055486,36,2
20061007,49055486,36,4
20061021,49055486,36,2
20061028,49055486,36,2
20061111,49055486,36,5
20061118,49055486,36,2
20061125,49055486,36,1
20061209,49055486,36,3
20061216,49055486,36,1
20061223,49055486,36,1
20061230,49055486,36,3
20070106,49055486,36,4
20070120,49055486,36,1
20070127,49055486,36,1
20070203,49055486,36,1
20070210,49055486,36,5
20070217,49055486,36,6
20070224,49055486,36,3
20070303,49055486,36,1
20070310,49055486,36,1
20070317,49055486,36,13
20070331,49055486,36,8
20070407,49055486,36,1
20070414,49055486,36,15
20070421,49055486,36,12
20070505,49055486,36,1
20070512,49055486,36,5
20070519,49055486,36,4
20070526,49055486,36,2
20070602,49055486,36,2
20070609,49055486,36,4
20070616,49055486,36,19
20070630,49055486,36,3
20070707,49055486,36,8
20070714,49055486,36,2
20070721,49055486,36,3
20070728,49055486,36,2
20070804,49055486,36,9
20070811,49055486,36,1
20070818,49055486,36,1
20070825,49055486,36,16
20070901,49055486,36,1
20070908,49055486,36,7
20070915,49055486,36,2
20070922,49055486,36,2
20070929,49055486,36,1
20071006,49055486,36,12
20071013,49055486,36,3
20071020,49055486,36,5
20051105,49055486,37,4
20051112,49055486,37,1
20051119,49055486,37,1
20051203,49055486,37,1
20051210,49055486,37,14
20051217,49055486,37,3
20051224,49055486,37,3
20051231,49055486,37,5
20060107,49055486,37,1
20060121,49055486,37,7
20060218,49055486,37,2
20060225,49055486,37,6
20060304,49055486,37,1
20060311,49055486,37,2
20060318,49055486,37,8
20060325,49055486,37,4
20060401,49055486,37,11
20060415,49055486,37,3
20060422,49055486,37,2
20060429,49055486,37,3
20060506,49055486,37,1
20060513,49055486,37,9
20060520,49055486,37,3
20060527,49055486,37,3
20060603,49055486,37,1
20060610,49055486,37,6
20060617,49055486,37,5
20060624,49055486,37,4
20060701,49055486,37,1
20060708,49055486,37,1
20060729,49055486,37,1
20060812,49055486,37,2
20060819,49055486,37,1
20060826,49055486,37,19
20060916,49055486,37,6
20060923,49055486,37,2
20060930,49055486,37,4
20061007,49055486,37,3
20061014,49055486,37,3
20061021,49055486,37,16
20061028,49055486,37,7
20061104,49055486,37,3
20061111,49055486,37,9
20061118,49055486,37,5
20061209,49055486,37,2
20061216,49055486,37,2
20061223,49055486,37,1
20061230,49055486,37,2
20070120,49055486,37,2
20070127,49055486,37,1
20070210,49055486,37,11
20070217,49055486,37,4
20070224,49055486,37,6
20070303,49055486,37,1
20070310,49055486,37,1
20070317,49055486,37,15
20070331,49055486,37,10
20070407,49055486,37,1
20070414,49055486,37,21
20070421,49055486,37,7
20070428,49055486,37,7
20070512,49055486,37,2
20070519,49055486,37,1
20070609,49055486,37,2
20070616,49055486,37,11
20070623,49055486,37,1
20070630,49055486,37,4
20070707,49055486,37,5
20070714,49055486,37,1
20070721,49055486,37,6
20070728,49055486,37,3
20070804,49055486,37,6
20070811,49055486,37,1
20070818,49055486,37,1
20070825,49055486,37,16
20070908,49055486,37,4
20070915,49055486,37,1
20070929,49055486,37,6
20071006,49055486,37,6
20071013,49055486,37,10
20071020,49055486,37,12
20051029,49055486,38,2
20051105,49055486,38,3
20051112,49055486,38,1
20051119,49055486,38,1
20051203,49055486,38,1
20051210,49055486,38,24
20051217,49055486,38,1
20051224,49055486,38,3
20051231,49055486,38,5
20060121,49055486,38,3
20060218,49055486,38,1
20060225,49055486,38,8
20060311,49055486,38,2
20060318,49055486,38,15
20060401,49055486,38,25
20060408,49055486,38,1
20060415,49055486,38,2
20060429,49055486,38,2
20060513,49055486,38,3
20060520,49055486,38,1
20060527,49055486,38,3
20060603,49055486,38,2
20060610,49055486,38,10
20060617,49055486,38,5
20060729,49055486,38,1
20060805,49055486,38,2
20060826,49055486,38,24
20060916,49055486,38,8
20061007,49055486,38,3
20061021,49055486,38,7
20061028,49055486,38,4
20061111,49055486,38,10
20061118,49055486,38,4
20061209,49055486,38,3
20061230,49055486,38,3
20070120,49055486,38,12
20070210,49055486,38,12
20070217,49055486,38,2
20070317,49055486,38,12
20070331,49055486,38,13
20070414,49055486,38,8
20070421,49055486,38,5
20070512,49055486,38,4
20070519,49055486,38,1
20070609,49055486,38,1
20070616,49055486,38,4
20070623,49055486,38,1
20070707,49055486,38,6
20070721,49055486,38,2
20070728,49055486,38,4
20070804,49055486,38,13
20070825,49055486,38,9
20070901,49055486,38,2
20070908,49055486,38,3
20070915,49055486,38,1
20070922,49055486,38,3
20071006,49055486,38,12
20071013,49055486,38,5
20071020,49055486,38,5
20051126,49055486,39,4
20051203,49055486,39,1
20051210,49055486,39,5
20060121,49055486,39,4
20060204,49055486,39,1
20060225,49055486,39,2
20060318,49055486,39,2
20060401,49055486,39,12
20060415,49055486,39,2
20060513,49055486,39,1
20060520,49055486,39,1
20060527,49055486,39,6
20060603,49055486,39,1
20060610,49055486,39,2
20060624,49055486,39,3
20060701,49055486,39,3
20060708,49055486,39,1
20060729,49055486,39,3
20060826,49055486,39,8
20060902,49055486,39,3
20060916,49055486,39,2
20060930,49055486,39,1
20061007,49055486,39,2
20061021,49055486,39,2
20061028,49055486,39,2
20061111,49055486,39,3
20061118,49055486,39,3
20061209,49055486,39,1
20070203,49055486,39,1
20070210,49055486,39,1
20070217,49055486,39,1
20070310,49055486,39,1
20070317,49055486,39,10
20070331,49055486,39,8
20070414,49055486,39,7
20070421,49055486,39,15
20070526,49055486,39,4
20070602,49055486,39,3
20070609,49055486,39,2
20070616,49055486,39,3
20070630,49055486,39,1
20070707,49055486,39,4
20070728,49055486,39,2
20070804,49055486,39,8
20070818,49055486,39,1
20070825,49055486,39,4
20070908,49055486,39,2
20071006,49055486,39,1
20071013,49055486,39,1
20071020,49055486,39,1
20051029,49055486,40,1
20051203,49055486,40,1
20051210,49055486,40,8
20051217,49055486,40,3
20051231,49055486,40,3
20060121,49055486,40,3
20060204,49055486,40,1
20060318,49055486,40,2
20060325,49055486,40,1
20060401,49055486,40,13
20060513,49055486,40,1
20060527,49055486,40,1
20060610,49055486,40,7
20060617,49055486,40,6
20060624,49055486,40,3
20060701,49055486,40,2
20060708,49055486,40,1
20060729,49055486,40,3
20060805,49055486,40,6
20060819,49055486,40,2
20060826,49055486,40,13
20060909,49055486,40,1
20060916,49055486,40,5
20061007,49055486,40,3
20061014,49055486,40,1
20061021,49055486,40,5
20061028,49055486,40,1
20061104,49055486,40,2
20061111,49055486,40,11
20061118,49055486,40,5
20061209,49055486,40,8
20061230,49055486,40,2
20070113,49055486,40,2
20070120,49055486,40,1
20070127,49055486,40,1
20070210,49055486,40,3
20070224,49055486,40,1
20070317,49055486,40,3
20070324,49055486,40,1
20070331,49055486,40,1
20070414,49055486,40,8
20070421,49055486,40,4
20070512,49055486,40,1
20070519,49055486,40,1
20070602,49055486,40,1
20070609,49055486,40,2
20070616,49055486,40,3
20070623,49055486,40,2
20070630,49055486,40,1
20070707,49055486,40,3
20070714,49055486,40,2
20070721,49055486,40,1
20070728,49055486,40,1
20070804,49055486,40,5
20070811,49055486,40,1
20070908,49055486,40,8
20070915,49055486,40,1
20070929,49055486,40,1
20071020,49055486,40,4
20051105,49055486,41,1
20051112,49055486,41,2
20051119,49055486,41,2
20051203,49055486,41,1
20051210,49055486,41,7
20051224,49055486,41,3
20051231,49055486,41,5
20060121,49055486,41,1
20060225,49055486,41,6
20060318,49055486,41,3
20060325,49055486,41,1
20060401,49055486,41,16
20060506,49055486,41,1
20060513,49055486,41,2
20060520,49055486,41,2
20060527,49055486,41,6
20060603,49055486,41,2
20060610,49055486,41,2
20060617,49055486,41,5
20060624,49055486,41,2
20060701,49055486,41,4
20060722,49055486,41,1
20060729,49055486,41,4
20060805,49055486,41,4
20060812,49055486,41,1
20060826,49055486,41,12
20060909,49055486,41,1
20060916,49055486,41,5
20060923,49055486,41,1
20060930,49055486,41,2
20061007,49055486,41,7
20061021,49055486,41,4
20061028,49055486,41,1
20061111,49055486,41,4
20061118,49055486,41,3
20061125,49055486,41,1
20061209,49055486,41,6
20061223,49055486,41,1
20061230,49055486,41,1
20070106,49055486,41,2
20070120,49055486,41,3
20070127,49055486,41,2
20070210,49055486,41,5
20070224,49055486,41,1
20070303,49055486,41,5
20070310,49055486,41,3
20070317,49055486,41,3
20070324,49055486,41,4
20070331,49055486,41,8
20070407,49055486,41,1
20070414,49055486,41,12
20070421,49055486,41,5
20070512,49055486,41,3
20070602,49055486,41,2
20070616,49055486,41,6
20070623,49055486,41,2
20070630,49055486,41,2
20070707,49055486,41,4
20070714,49055486,41,1
20070721,49055486,41,7
20070728,49055486,41,1
20070804,49055486,41,8
20070811,49055486,41,2
20070825,49055486,41,8
20070908,49055486,41,12
20071006,49055486,41,14
20071013,49055486,41,2
20071020,49055486,41,4
20051112,49055486,42,1
20051119,49055486,42,1
20051203,49055486,42,1
20051210,49055486,42,12
20051217,49055486,42,1
20051224,49055486,42,2
20051231,49055486,42,5
20060121,49055486,42,8
20060211,49055486,42,1
20060225,49055486,42,5
20060304,49055486,42,3
20060318,49055486,42,4
20060401,49055486,42,11
20060415,49055486,42,3
20060429,49055486,42,1
20060513,49055486,42,4
20060520,49055486,42,2
20060610,49055486,42,6
20060617,49055486,42,8
20060715,49055486,42,2
20060722,49055486,42,1
20060729,49055486,42,3
20060805,49055486,42,4
20060819,49055486,42,1
20060826,49055486,42,13
20060909,49055486,42,2
20060916,49055486,42,9
20060923,49055486,42,2
20060930,49055486,42,4
20061007,49055486,42,1
20061021,49055486,42,3
20061028,49055486,42,1
20061104,49055486,42,1
20061111,49055486,42,5
20061118,49055486,42,7
20061202,49055486,42,3
20061209,49055486,42,4
20061216,49055486,42,2
20061223,49055486,42,2
20061230,49055486,42,1
20070106,49055486,42,3
20070120,49055486,42,8
20070127,49055486,42,1
20070203,49055486,42,1
20070210,49055486,42,1
20070217,49055486,42,2
20070224,49055486,42,3
20070310,49055486,42,1
20070317,49055486,42,10
20070324,49055486,42,1
20070331,49055486,42,6
20070414,49055486,42,11
20070421,49055486,42,9
20070428,49055486,42,1
20070505,49055486,42,1
20070512,49055486,42,1
20070519,49055486,42,1
20070526,49055486,42,2
20070609,49055486,42,2
20070616,49055486,42,11
20070623,49055486,42,2
20070707,49055486,42,12
20070714,49055486,42,2
20070721,49055486,42,4
20070728,49055486,42,7
20070804,49055486,42,5
20070811,49055486,42,1
20070818,49055486,42,11
20070825,49055486,42,6
20070908,49055486,42,12
20071006,49055486,42,6
20071013,49055486,42,6
20071020,49055486,42,13
20051029,49055486,44,1
20051105,49055486,44,3
20051210,49055486,44,10
20051217,49055486,44,2
20051231,49055486,44,10
20060107,49055486,44,1
20060121,49055486,44,2
20060128,49055486,44,1
20060218,49055486,44,1
20060225,49055486,44,11
20060304,49055486,44,1
20060311,49055486,44,1
20060318,49055486,44,23
20060325,49055486,44,1
20060401,49055486,44,25
20060408,49055486,44,1
20060415,49055486,44,3
20060422,49055486,44,1
20060429,49055486,44,2
20060513,49055486,44,5
20060527,49055486,44,5
20060603,49055486,44,1
20060610,49055486,44,4
20060617,49055486,44,3
20060624,49055486,44,1
20060701,49055486,44,2
20060729,49055486,44,2
20060805,49055486,44,4
20060812,49055486,44,2
20060819,49055486,44,1
20060826,49055486,44,17
20060902,49055486,44,1
20060909,49055486,44,2
20060916,49055486,44,3
20061007,49055486,44,3
20061021,49055486,44,6
20061104,49055486,44,2
20061111,49055486,44,5
20061118,49055486,44,2
20061202,49055486,44,1
20061209,49055486,44,5
20070106,49055486,44,1
20070120,49055486,44,2
20070127,49055486,44,1
20070210,49055486,44,1
20070217,49055486,44,1
20070224,49055486,44,2
20070303,49055486,44,1
20070317,49055486,44,12
20070331,49055486,44,4
20070414,49055486,44,8
20070630,49055486,44,1
20070707,49055486,44,2
20070728,49055486,44,3
20070804,49055486,44,13
20070811,49055486,44,1
20070818,49055486,44,1
20070825,49055486,44,3
20070908,49055486,44,2
20070929,49055486,44,1
20071006,49055486,44,15
20071020,49055486,44,2
20051112,49055486,45,1
20051210,49055486,45,13
20051217,49055486,45,2
20051224,49055486,45,1
20060401,49055486,45,8
20060415,49055486,45,2
20060520,49055486,45,3
20060624,49055486,45,1
20060715,49055486,45,1
20060819,49055486,45,2
20060826,49055486,45,6
20061007,49055486,45,4
20061021,49055486,45,2
20061028,49055486,45,2
20061223,49055486,45,1
20061230,49055486,45,2
20070120,49055486,45,1
20070210,49055486,45,5
20070217,49055486,45,3
20070310,49055486,45,1
20070317,49055486,45,4
20070414,49055486,45,9
20070421,49055486,45,4
20070512,49055486,45,1
20070616,49055486,45,2
20070707,49055486,45,5
20070804,49055486,45,10
20070825,49055486,45,2
20070901,49055486,45,1
20070908,49055486,45,5
20071006,49055486,45,8
20071013,49055486,45,4
20051029,49055486,46,1
20051105,49055486,46,4
20051112,49055486,46,1
20051119,49055486,46,1
20051126,49055486,46,1
20051203,49055486,46,2
20051210,49055486,46,18
20051231,49055486,46,6
20060107,49055486,46,2
20060121,49055486,46,6
20060128,49055486,46,1
20060204,49055486,46,1
20060218,49055486,46,1
20060225,49055486,46,6
20060304,49055486,46,2
20060311,49055486,46,4
20060318,49055486,46,11
20060401,49055486,46,18
20060408,49055486,46,1
20060415,49055486,46,1
20060429,49055486,46,3
20060513,49055486,46,4
20060520,49055486,46,1
20060610,49055486,46,6
20060617,49055486,46,3
20060624,49055486,46,2
20060701,49055486,46,2
20060708,49055486,46,2
20060715,49055486,46,1
20060826,49055486,46,11
20061007,49055486,46,4
20061014,49055486,46,14
20061021,49055486,46,1
20061104,49055486,46,1
20061111,49055486,46,4
20061118,49055486,46,2
20061125,49055486,46,1
20061209,49055486,46,1
20061223,49055486,46,3
20061230,49055486,46,2
20070120,49055486,46,2
20070203,49055486,46,1
20070210,49055486,46,2
20070217,49055486,46,2
20070224,49055486,46,3
20070310,49055486,46,1
20070317,49055486,46,13
20070331,49055486,46,9
20070407,49055486,46,1
20070414,49055486,46,17
20070421,49055486,46,8
20070512,49055486,46,1
20070526,49055486,46,1
20070609,49055486,46,1
20070616,49055486,46,13
20070707,49055486,46,3
20070804,49055486,46,9
20070811,49055486,46,2
20070818,49055486,46,1
20070825,49055486,46,20
20070908,49055486,46,6
20070922,49055486,46,1
20071006,49055486,46,15
20071013,49055486,46,4
20071020,49055486,46,2
20051210,49055486,47,11
20051217,49055486,47,1
20051224,49055486,47,3
20051231,49055486,47,3
20060114,49055486,47,2
20060121,49055486,47,3
20060128,49055486,47,1
20060225,49055486,47,5
20060318,49055486,47,6
20060401,49055486,47,15
20060422,49055486,47,1
20060429,49055486,47,1
20060506,49055486,47,1
20060520,49055486,47,1
20060603,49055486,47,1
20060617,49055486,47,5
20060624,49055486,47,1
20060701,49055486,47,1
20060729,49055486,47,1
20060805,49055486,47,2
20060812,49055486,47,2
20060826,49055486,47,10
20060902,49055486,47,1
20060916,49055486,47,3
20061007,49055486,47,7
20061021,49055486,47,3
20061028,49055486,47,4
20061111,49055486,47,3
20061118,49055486,47,2
20061230,49055486,47,3
20070120,49055486,47,3
